d4x,d4y,d8x,d8y,d12x,d12y,d14x,d14y,d16x,d16y,d18x,d18y,d20x,d20y,d23d34_ratio,wh_ratio,C
-0.7084646170109696,0.5135033891299602,-0.15360542165074287,1.0,-0.16835658263025968,0.5295372262197328,0.07020657467667382,0.580586973534643,-0.04455083175976818,0.4584659820203644,0.17751922670633768,0.4945318109498015,0.07277209238438319,0.4026960016463538,2.8676409103963034,0.2535332806112089,0
-0.6808993923677853,0.5339675140369734,-0.09878059875815286,1.0,-0.14010968120538966,0.537282533973306,0.10796897376535,0.5797269483392962,-0.016838870589581757,0.4647494869832066,0.2195405685643548,0.5000797946248615,0.11064979739837484,0.4068074160323319,2.859973156040416,0.2866972971673969,0
-0.6602154448148648,0.5528077226612798,-0.09668454749302724,1.0,-0.10449956118588928,0.5299031048319274,0.14733375370458288,0.5780612494586891,0.02928194417293426,0.4528333436831843,0.2587172965551185,0.487356498630324,0.15593183658491125,0.37575683799576987,2.613815879354472,0.2764403962072519,0
-0.6988863422753764,0.5291325802589888,-0.1359296868156327,1.0,-0.14016165209640435,0.5320688378534959,0.11147125598543596,0.5895968549650097,-0.006494390471808021,0.4653920758984938,0.22093201285356004,0.4978961490745661,0.11866924399944985,0.3824149224672763,2.7615856565297072,0.2727512494432132,0
-0.6945087087003944,0.5158406281001082,-0.1410371414974511,1.0,-0.13710075340656594,0.5204733699480167,0.10466621222367248,0.5809643269962401,-0.002815979039321238,0.4533175581873606,0.2162688597726612,0.4966690791660965,0.12230142008682092,0.3804722514067926,2.8155514955135805,0.2640593736102277,0
-0.7202029735481753,0.5211110246807286,-0.2046310363196708,1.0,-0.15659846321932558,0.5294010175902918,0.07226628865085201,0.6046887726665497,-0.022002064846341724,0.4681182801991407,0.19306139685250864,0.5211123767692766,0.10377259107104997,0.3984804383842897,2.7712152991698367,0.2326520685303433,0
-0.7466284028728728,0.5038463411746741,-0.28473056261086577,1.0,-0.19302194556387284,0.5233647330154597,0.03683070075024894,0.6108707713603145,-0.052221715554762384,0.4659995469183079,0.1593281799012322,0.5255488502315414,0.07584301714231992,0.3992457853782877,2.653894976367952,0.1825775887879304,0
-0.7779344478213553,0.4902579501344014,-0.3620896274404269,1.0,-0.2376933890255052,0.5075919805270086,-0.026117791521769258,0.6271079945234416,-0.09023939361710127,0.4708051916222409,0.10147867872900666,0.5490934849936833,0.04817550124566113,0.4113898662510171,2.7575156677619965,0.14241568823986306,0
-0.8128044142250409,0.44827804142755545,-0.4530272349726949,1.0,-0.27145121366204283,0.4979629737309401,-0.06793775643144011,0.6359636088759275,-0.10824955834083687,0.4677305196112197,0.0699034108104926,0.5740306211449606,0.029358905166504138,0.4239040841611837,2.5049640717658748,0.1053641638753755,0
-0.8108426919410384,0.4385799250464513,-0.4718506061268584,1.0,-0.2626934904437305,0.477968657213199,-0.08786064294603313,0.6277290077574662,-0.11254714182804357,0.4550663034264512,0.05134004066409178,0.5665630979904722,0.02327201656927857,0.41627382420901576,2.9793253770362003,0.08883267708910414,0
-0.8137594028124567,0.4321168528472586,-0.4706849234266237,1.0,-0.2770296460808514,0.4893542684982151,-0.09207185505119901,0.6300394712916786,-0.13168716856781268,0.4647937747189682,0.04690438584618334,0.5693720348917019,0.010617679789042048,0.4263947463365797,3.0165461116710643,0.0991798888436548,0
-0.8156634509280078,0.4245345052832456,-0.4804723474823069,1.0,-0.27400823570652216,0.4837037386977789,-0.0910160430857816,0.6262104749613564,-0.11965602105752238,0.4597210145888615,0.053536500120305,0.5731708124412824,0.020548170741825484,0.4233547162311673,2.7975265984788398,0.079478868713027,0
-0.8219828404223621,0.4151841433612536,-0.5124323333546505,1.0,-0.26178000555459635,0.4644568050177445,-0.09877595220400856,0.6196733350051484,-0.1155228915656399,0.4476304087587779,0.04483488047824012,0.5688724625476306,0.017295264414741808,0.4148332238749559,3.2875093748401536,0.0831859825960306,0
-0.8283625524000713,0.4238836616989152,-0.4911699478052512,1.0,-0.28684450557758623,0.4817854882766311,-0.09823549240280537,0.6282600656315478,-0.1371025395520925,0.4593786611082629,0.03999615588898429,0.5779809399600352,-0.0036301538079439423,0.4311674801644031,2.9595377632701734,0.09014830872957268,0
-0.7347714980939342,0.5224737910969681,-0.20333013700903,1.0,-0.1963552462724012,0.4936992002001777,0.042928103872148564,0.5852468371063458,-0.06478964619779487,0.4500909658097137,0.14488417424697098,0.5052987833599505,0.06059761728898681,0.3945460771824224,3.403005751256865,0.2364281490707678,0
-0.7042701866327026,0.5565846977159007,-0.13495296111261498,1.0,-0.16462049445692534,0.4933988781238589,0.08494820405678187,0.5803972347694333,-0.037539503445846285,0.4484830546643229,0.18797999503381044,0.4971182754090034,0.09369352837164063,0.3884610986268157,3.698290187298096,0.2947948052066638,0
-0.6488826680189662,0.5704170470888116,-0.03923631142329696,1.0,-0.10557529900535904,0.47198580632607295,0.16017068024106776,0.5540369789850769,0.032594163777625834,0.42889526416893065,0.2656588578443969,0.4690443276428493,0.1653204068883291,0.3609398421209082,3.7292230253236838,0.3345351068242135,0
-0.6550470681891415,0.594046393060431,-0.021972867362708332,1.0,-0.10532881097003706,0.4897158266183729,0.16058945177116726,0.5598898810209838,0.032093426526224336,0.4369908454091901,0.2708825996935697,0.46980498589292496,0.16338335666857576,0.3611598210723469,3.5671012431384543,0.3826823129762715,0
-0.6010324083732391,0.6302323673208984,0.10946135107946528,1.0,-0.0634904703676063,0.5215391619181058,0.2277459033402005,0.5528650703561071,0.060507982071295985,0.4517853768400757,0.31444740048687475,0.4653747491684344,0.18236001792902265,0.3928218763461328,3.400984931273385,0.41033196571564295,0
-0.4935889882458631,0.7169193573483508,0.2460303444711253,1.0,0.07455408579704616,0.5135795586652943,0.35888744117932103,0.5458934323637056,0.20903642536407674,0.4265735846753885,0.4788737810909304,0.4530945906667891,0.337481713479646,0.36183093497848295,2.8222005168325413,0.3650617472914415,0
-0.4649150150679368,0.7169828241155408,0.29184313301915216,1.0,0.1096943271160329,0.5220959409544428,0.4060106255641397,0.5354282008423182,0.2410293507364687,0.4261322304774889,0.5292930986891432,0.4381051433095956,0.3737467335959721,0.35658221864519235,2.6993727797520286,0.4078174120415901,0
-0.4651299871013829,0.7193682621665782,0.2875934586277756,1.0,0.1107066347975922,0.522811780893357,0.40643353158376894,0.5373600270057365,0.2406727628193018,0.4270624336101584,0.5266766284914972,0.4366016125270921,0.3712560398193349,0.3543381048735441,2.68920304655348,0.3890596257006316,0
-0.5040079884511529,0.7054220755446625,0.20893090887331425,1.0,0.06943355299080729,0.5174327194826539,0.3422888258921559,0.5513159386927503,0.19532885042597592,0.4261874846722744,0.4570023860635935,0.4556597642572962,0.31928732244769736,0.3569138856201733,2.784414839719957,0.35143567726058955,0
-0.5157551993044978,0.7014675692650246,0.1811504567961712,1.0,0.053889645680064484,0.5182948377259278,0.3231569898053145,0.5541056667141614,0.1883877663774457,0.4299929538474517,0.443712854787804,0.4616349614711796,0.3133251167434269,0.3606740824806709,2.6826404357812192,0.34695244294428296,0
-0.546770813874647,0.6844817383466156,0.1367010221157335,1.0,0.012543092657410021,0.52506669475755,0.28817205561017445,0.5596307619899648,0.14058716353513734,0.44233063497939795,0.4079955756064369,0.468837644416798,0.2753496967693529,0.3721486360107339,2.855304546040444,0.3578014412929229,0
