d4x,d4y,d8x,d8y,d12x,d12y,d14x,d14y,d16x,d16y,d18x,d18y,d20x,d20y,d23d34_ratio,wh_ratio,C
-0.9163408928306008,0.044723924947361,-0.5609612242416095,1.0,-0.3076696025942343,0.3926391415664852,-0.1958064979749873,0.5549842494488717,-0.1602077254595653,0.4070104191705097,-0.0561731955680134,0.5409687500827023,-0.0106087883389316,0.4012915026188017,3.983666220691221,0.1438316566005373,0
-0.903960112289344,0.0472793731772837,-0.5495625784102024,1.0,-0.3062363033041021,0.3951249107792501,-0.1880382247336758,0.55784026780551,-0.1566954371458232,0.4036115833135449,-0.0484111658222625,0.5448196448049959,-0.0042979437589842,0.4005413691128357,3.8618792766867545,0.1353130360430363,0
-0.8976269972630188,0.0551149004719784,-0.5235590417951078,1.0,-0.2884021913164954,0.3938520249454243,-0.1736453310722258,0.5499023274317089,-0.1416460084348266,0.39756761439649,-0.0362730096802942,0.5333460190219083,0.0061111543024039,0.3905440755530981,3.959875233338448,0.1369813055194488,0
-0.9062328210716928,0.0554996948410058,-0.5241055583644988,1.0,-0.2956330065653448,0.3971528132285821,-0.1803394995669402,0.5541353432634216,-0.148989107848601,0.3998562729249332,-0.0450283944528368,0.5367719743448434,-0.0027663782933136,0.3936852799310257,3.8845887373306094,0.1263943042902386,0
-0.914250380334064,0.0633243243461114,-0.5509289403551094,1.0,-0.3128475559859969,0.4030397241865684,-0.1837900511738278,0.5590065630984375,-0.1566363351780018,0.4055625400253882,-0.0479947578073191,0.5473495808339238,-0.0060833990184864,0.4035449322517942,3.6584698271528135,0.1521542798959734,0
-0.9125339806800868,0.0580503376148142,-0.5356652955725464,1.0,-0.2877973253143323,0.4125139146839085,-0.1725196046762122,0.5709114432719983,-0.1423691616594433,0.4135968609700595,-0.0378578981231061,0.5532936050358379,0.0041097609355928,0.4031733882469698,3.8461308984942417,0.1230289573669634,0
-0.9000557672290324,0.0473671473837846,-0.5336958699496308,1.0,-0.2961917916253872,0.3924058291046864,-0.1770724799571898,0.5612606672932008,-0.1489370408827812,0.3995796904866501,-0.0413463595824987,0.5430887719083555,0.0051152714154029,0.3916882023443925,3.8630944248329007,0.1137338393078568,0
-0.9132931850956364,0.0680698099000505,-0.5473942738202919,1.0,-0.3123955451254565,0.4007204245989587,-0.1880513562345721,0.5653384769311701,-0.1576167772872128,0.4055153855234309,-0.0534188429377226,0.5561017763062137,-0.0051286057835656,0.4025865833238782,3.6324460596475054,0.1311344795418392,0
-0.8929788136250135,0.0601397963644737,-0.5247978495894979,1.0,-0.2871209621240244,0.3943473842188452,-0.1642510949760663,0.5562662982235044,-0.1387512579298346,0.3932284889099406,-0.0326798543654999,0.5454416843506845,0.0113909198718926,0.391090902976444,3.847461419399439,0.1208346486902451,0
-0.9015997211877118,0.0769455944014955,-0.5178379201364562,1.0,-0.2971038220631124,0.3974405188096795,-0.1674392855146243,0.5600436868732532,-0.1443089786630774,0.3979302870467015,-0.0366297969927763,0.5503260955148963,0.0059274799178856,0.3951923465550161,3.662464777331095,0.1241147777819504,0
